bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
3859,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,4.01,0963810944,9780963810946,eng,134,292,35,2/19/2005,Polyface
3869,A Brief History of Time,Stephen Hawking,4.17,0553380168,9780553380163,eng,212,745,47,9/1/1998,Bantam Books
3870,A Short History of Nearly Everything,Bill Bryson,4.21,0767923227,9780767923224,eng,624,352,37,11/1/2005,Broadway Books
3871,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,0895260476,9780895260475,en-US,270,1604,153,11/1/2004,Regnery Publishing
3886,The Bon Appetit Cookbook,Barbara Fairchild,4.07,0764596861,9780764596865,eng,299,1816,22,8/15/2006,Houghton Mifflin Harcourt
3895,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,0609602195,9780609602195,eng,256,745,177,4/6/1999,Clarkson Potter
3938,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,4.24,8466617353,9780582461536,spa,618,174,14,6/1/2005,Ediciones B
3939,The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,4.2,0747236046,9780747236047,eng,632,237,15,2/20/1992,Headline Book Pub Ltd
3966,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,4.42,3453215281,9780582461536,ger,299,141,11,8/1/2002,Heyne
3967,La Chute d'Hypérion II,Dan Simmons/Guy Abadia,4.2,2266111574,9780582461536,fre,347,21,1,12/26/2000,Pocket
3968,Endymion,Dan Simmons/Guy Abadia,4.17,2221089561,9780582461536,fre,572,29,1,12/14/1998,Robert Laffont
3973,Ilium (Ilium  #1),Dan Simmons,4.03,0380817926,9780380817924,eng,752,745,47,6/28/2005,HarperTorch
3974,The Terror,Dan Simmons,4.07,0316017442,9780316017442,eng,299,745,47,1/8/2007,Little  Brown and Company
3977,Endymion (Hyperion Cantos  #3),Dan Simmons,4.17,0553572946,9780553572940,eng,563,745,47,12/1/1996,Bantam Spectra
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,0312282990,9780312282998,eng,639,745,47,8/25/2001,Picador USA
3997,The Great House of God,Max Lucado,4.25,0849942985,9780849942983,eng,240,1101,58,10/31/2001,Thomas Nelson
4009,Nine Stories,J.D. Salinger,4.19,0316767727,9780316767729,eng,198,745,47,1/30/2001,Little  Brown and Company
4035,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,0446677124,9780446677127,eng,608,745,272,12/1/2000,Grand Central Publishing
4066,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,0452282179,9780452282179,en-US,412,38,4,1/1/2001,Plume
4069,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,080701429X,9780807014295,eng,165,745,47,6/1/2006,Beacon Press
4070,Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,4.36,0807014265,9780807014264,eng,165,391,44,3/30/2000,Beacon Press (Boston)
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,4.1,0393058638,9780393058635,eng,430,3958,172,2/1/2006,W. W. Norton & Company
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,020161622X,9780201616224,eng,321,745,47,10/30/1999,Addison-Wesley Professional
4106,Blink 182,Anne Hoppus,4.42,0859653234,9780859653237,eng,112,62,4,12/1/2001,Plexus Publishing Ltd
4167,The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,4.16,0312291566,9780312291563,eng,256,216,25,5/8/2002,St. Martin's Griffin
4191,The Cold Six Thousand (Underworld USA #2),James Ellroy,4.01,037572740X,9780375727405,eng,688,5642,265,6/11/2002,Vintage
4256,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,074757362X,9780747573623,eng,480,3141,140,7/1/2008,Bloomsbury UK
4300,Scar Tissue,Anthony Kiedis,4.11,1401301010,9781401301019,en-US,465,327,46,10/6/2004,Hachette Books
4326,End Game (Dreamland  #8),Dale Brown/Jim DeFelice,4.02,0060094427,9780060094423,eng,432,327,7,10/31/2006,HarperTorch
4332,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,4.0,0060094419,9780060094416,eng,405,339,9,7/26/2005,HarperTorch
4337,The Zanzibar Chest,Aidan Hartley,4.01,1594480117,9781594480119,en-US,496,2218,172,8/3/2004,Riverhead Books
4339,Dispatches,Michael Herr,4.23,0679735259,9780679735250,eng,260,745,47,8/6/1991,Vintage
4346,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,4.21,0609808346,9780609808344,eng,174,3472,30,9/4/2001,Three Rivers Press
4359,How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,4.0,0590227165,9780590227162,en-US,48,27,7,10/1/1995,Scholastic  Inc.
4360,My War Gone By  I Miss It So,Anthony Loyd,4.29,0140298541,9780140298543,eng,336,1505,119,2/1/2001,Penguin Books (NY)
4362,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,0312426038,9780312426033,eng,507,643,61,9/5/2000,St. Martin's Press
4372,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4.14,0393322106,9780393322101,eng,336,3534,320,4/17/2001,W. W. Norton  Company
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,0060856262,9780060856267,eng,238,745,47,4/4/2006,Harper Perennial
4394,Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.0,006093266X,9780060932664,eng,288,838,51,1/8/2008,Harper Perennial Modern Classics
4404,American Gods,Neil Gaiman,4.11,0060010606,9780060010607,eng,635,1211,169,6/1/2001,PerfectBound (HarperCollins)
4407,American Gods (American Gods  #1),Neil Gaiman,4.11,0747263744,9780747263746,eng,635,745,47,3/4/2005,Headline Review
4408,East of Eden,John Steinbeck,4.37,0142004235,9780142004234,eng,601,3942,396,6/18/2002,Penguin Books
4415,East Of Eden,John Steinbeck,4.37,0553116088,9780553116083,eng,691,83,18,1/1/1977,Bantam Books
4417,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,4.18,0448437430,9780448437439,eng,112,679,116,12/29/2004,Grosset & Dunlap
4424,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,0316907928,9780316907927,en-US,299,7981,307,5/4/2004,Back Bay Books
4435,Dry,Augusten Burroughs,4.03,1843541858,9780582461536,eng,295,1158,91,3/1/2005,Atlantic
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,0743243153,9780743243155,en-US,318,1314,98,2/4/2003,Touchstone
4465,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,1842055062,9780582461536,eng,189,5906,140,1/1/2004,Geddes & Grosset
4472,A Prayer for Owen Meany,John Irving,4.23,0679642595,9780679642596,eng,641,1073,97,6/4/2002,Modern Library
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4.26,0312421702,9780312421700,eng,270,745,47,4/1/2003,Picador USA
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,4.26,0753819317,9780753819319,eng,403,1278,175,10/28/2004,Phoenix
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,0060894083,9780060894085,eng,344,745,47,5/30/2006,Harper Perennial
4599,Carter Beats the Devil,Glen David Gold,4.09,0786886323,9780786886326,eng,483,11095,47,9/18/2002,Hyperion
4600,Moo  Baa  La La La!,Sandra Boynton,4.2,0689861133,9780689861130,eng,14,745,527,9/6/2004,Simon & Schuster Childrens Books
4601,Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,4.24,0743461517,9780743461511,eng,30,348,33,6/1/2003,Pocket Books
4602,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,4.1,0689845073,9780689845079,eng,40,7823,250,8/8/2006,Atheneum Books for Young Readers
4606,Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,4.07,0689842198,9780689842191,eng,32,161,41,7/1/2002,Atheneum/Richard Jackson Books
4620,Geisha,Liza Dalby,4.0,0520204956,9780520204959,eng,367,3730,142,10/1/1998,University of California Press
4625,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29,0684843323,9780684843322,eng,650,745,47,8/3/1998,Scribner
4631,A Moveable Feast,Ernest Hemingway,4.04,0099285045,9780099285045,eng,192,745,47,9/6/2012,Vintage
4641,The Short Stories,Ernest Hemingway,4.26,0684837862,9780684837864,en-US,464,219,21,7/25/2002,Scribner Classics
4651,The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,4.3,0694524980,9780694524983,en-US,4,43,6,5/8/2001,Caedmon
4662,The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,0684842505,9780684842509,eng,299,12039,164,4/15/1998,Scribner
4664,A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,4.22,0684801531,9780684801537,eng,528,186,13,5/3/1995,Scribner
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.0,0873515129,9780873515122,en-US,328,100,11,9/24/2004,Minnesota Historical Society Press
4692,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,0751503894,9780751503890,eng,720,745,47,7/1/2001,Little  Brown Book Group
4696,The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,4.1,0312300530,9780312300531,eng,352,4360,189,8/15/2000,St. Martin's Griffin
4698,The Frequencies,Noah Eli Gordon,4.32,0974016713,9780974016719,eng,81,69,8,1/1/2003,Tougher Disguises
4700,Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,4.12,849654642X,9780582461536,spa,299,493,24,6/30/2006,Zeta Bolsillo
4723,Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42,0521890470,9780521890472,eng,214,41,4,4/25/2002,Cambridge University Press
4752,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,0345420691,9780345420695,eng,166,11,0,3/24/1998,Del Rey
4777,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,4.14,0806127945,9780806127941,eng,224,383,19,10/15/1995,University of Oklahoma Press
4799,Cannery Row,John Steinbeck,4.04,014200068X,9780142000687,eng,181,745,47,2/5/2002,Penguin Books
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,1883011159,9780582461536,eng,299,884,25,9/1/1996,Library of America
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,0964432900,9780964432901,eng,437,10,2,10/1/1996,Collection of Historical Scientific Instruments
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,0874850916,9780874850918,eng,299,6,2,10/23/2003,Johnson Publishing Company (IL)
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,0140072144,9780140072143,en-US,70,26,1,5/1/1984,Penguin Books
4835,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,0670886580,9780670886586,eng,224,745,47,8/27/1999,Viking Children's Books
4845,Code Complete,Steve McConnell,4.29,0735619670,9780735619678,en-US,299,7059,326,6/19/2004,Microsoft Press
4864,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,1578660394,9781578660391,eng,538,111,6,6/15/1998,Galahad Books
4866,How to Stop Worrying and Start Living,Dale Carnegie,4.12,0671035975,9780671035976,eng,358,745,47,10/5/2004,Gallery Books
4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,0671519980,9780671519988,eng,256,3713,103,5/1/1995,Pocket Books
4887,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,0465016901,9780465016907,eng,144,745,47,7/22/2008,Basic Books
4888,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,046501691X,9780465016914,en-US,118,97,10,6/1/1983,Basic Books
4916,Angela's Ashes,Frank McCourt,4.11,0007718721,9780007718726,eng,224,711,64,12/17/1998,Simon & Schuster
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,0140437509,9780140437508,en-US,400,2318,182,11/25/1999,Penguin Classics
4929,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400079276,9781400079278,eng,467,745,47,1/3/2006,Vintage International
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,0451527348,9780451527349,eng,736,983,91,6/1/1999,Signet Classics
4934,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,0374528373,9780374528379,eng,299,745,47,6/14/2002,Farrar  Straus and Giroux
4935,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,0140449248,9780140449242,eng,299,1673,184,2/27/2003,Penguin Books Ltd
4936,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,0679729259,9780679729259,eng,299,617,80,9/3/1991,Vintage Books USA
4938,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32,1596440791,9781596440791,eng,16,20,2,5/1/2005,Hovel Audio
4940,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,159308045X,9781593080457,eng,720,1089,202,7/25/2004,Barnes  Noble Classics
4943,Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,1580086810,9781580086813,eng,288,1455,193,10/1/2005,Material World
4944,The Very Hungry Caterpillar,Eric Carle,4.29,0399226907,9780399226908,eng,13,3945,262,3/23/1994,Philomel Books
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,0859533301,9780859533300,en-US,32,65,10,9/1/1996,Child's Play International
4947,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,0395971233,9780395971239,en-US,32,2114,166,9/27/1999,HMH Books for Young Readers
4952,What Is the What,Dave Eggers,4.16,1932416641,9780582461536,eng,475,745,47,10/18/2006,McSweeney's
4964,Love You Until--,Lisa McCourt/Cyd Moore,4.5,0809166585,9780809166589,eng,32,4,0,12/3/2005,Paulist Press
4965,Year of Wonders,Geraldine Brooks,4.01,0142001430,9780142001431,eng,358,745,47,4/30/2002,Penguin Books
4978,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,141651693X,9781416516934,eng,299,745,47,2/1/2006,Pocket Books
4979,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,081297736X,9780812977363,eng,160,745,47,1/16/2007,Random House Trade Paperbacks
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,0385333846,9780385333849,eng,275,745,47,1/12/1999,Dial Press
4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,0791071685,9780791071687,eng,258,745,196,12/19/2002,Chelsea House Publications
4989,The Red Tent,Anita Diamant,4.17,0312353766,9780312353766,eng,336,745,47,11/1/2005,St. Martin's Press
4991,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,0826415741,9780826415745,eng,88,440,55,9/7/2004,Bloomsbury Academic
4999,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,0674023854,9780674023857,eng,299,2583,183,9/29/2006,Belknap Press of Harvard University Press
5005,Berlin: The Downfall  1945,Antony Beevor,4.29,0670886955,9780670886951,eng,489,244,17,1/1/2002,Viking Books
5027,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05,068987409X,9780689874093,en-US,32,34,10,9/1/2004,Atheneum Books for Young Readers
5051,A Dangerous Fortune,Ken Follett,4.05,0330332651,9780330332651,eng,596,154,12,2/19/1999,MacMillan General Books
5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,1421508656,9781421508658,eng,208,336,5,12/12/2006,VIZ Media LLC
5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,9781421504339,eng,208,340,4,6/13/2006,VIZ Media LLC
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,9780582461536,fre,200,48,2,11/27/2002,Glénat
5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,1556432461,9781556432460,eng,240,248,27,9/4/1997,North Atlantic Books
5084,My Life in France,Julia Child/Alex Prud'Homme,4.17,1400043468,9781400043460,eng,336,745,47,4/4/2006,Knopf Publishing Group
5089,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21,0385663552,9780385663557,eng,624,28,7,10/5/2010,Anchor Canada
5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,0451210859,9780451210852,eng,463,745,47,8/5/2003,Signet
5102,The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11,0307264602,9780307264602,eng,350,2102,282,10/17/2006,Everyman's Library
5104,The Handmaid's Tale,Margaret Atwood,4.11,0435124099,9780435124090,en-GB,308,529,59,9/1/2009,Heinemann Library
5114,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.11,0316766941,9780316766944,eng,256,745,47,1/30/2001,Back Bay Books
5131,The Perennial Philosophy,Aldous Huxley,4.19,006057058X,9780060570583,eng,336,3266,163,4/13/2004,Harper Perennial Modern Classics
5132,Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,4.3,0824522524,9780824522520,eng,320,98,4,3/1/2003,The Crossroad Publishing Company
5134,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4.19,0892817585,9780892817580,eng,304,404,15,4/1/1999,Park Street Press
5137,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,0141183780,9780141183787,en-GB,281,4773,217,2/1/2000,Penguin Classics
5144,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.01,0826453279,9780826453273,en-GB,96,309,19,3/30/2002,Bloomsbury Academic
5160,The Heart of a Woman,Maya Angelou,4.2,0375500723,9780375500725,eng,288,745,437,5/17/1997,Random House
5167,Cane River,Lalita Tademy,4.06,0446678457,9780446678452,eng,522,745,47,4/1/2002,Grand Central Publishing
5168,Where the Heart Is,Billie Letts,4.02,0446672211,9780446672214,eng,376,745,47,6/1/1998,Grand Central Publishing
5211,A Fine Balance,Rohinton Mistry,4.36,140003065X,9781400030651,eng,603,745,47,11/30/2001,Vintage
5215,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,0060740450,9780060740450,eng,458,3437,316,1/20/2004,Harper Perennial
5216,Song of Solomon,Toni Morrison,4.06,0452260116,9780452260115,en-US,337,1730,143,9/1/1987,Plume
5217,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,1417735988,9781417735983,eng,417,90,5,2/1/2006,Turtleback Books
5219,The Bluest Eye,Toni Morrison,4.03,0452282195,9780452282193,eng,216,3420,280,4/27/2000,Plume Books
5220,The Poisonwood Bible,Barbara Kingsolver,4.06,0060930535,9780060930530,eng,546,5773,47,10/1/1999,Harper Perennial
5230,Vergeef me,Wally Lamb/Inge de Heer,4.18,9022530078,9780582461536,nl,744,67,9,7/1/2001,De Boekerij
5237,The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.23,0061136905,9780061136900,eng,432,179,14,10/17/2006,Harper
5240,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.13,0684848236,9780684848235,eng,304,1059,35,2/23/1999,Free Press
5255,Collected Stories  1891-1910,Edith Wharton/Maureen Howard,4.26,1883011930,9780582461536,eng,299,56,8,1/29/2001,Library of America
5289,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45,0007144350,9780007144358,eng,299,11903,183,8/4/2003,HarperCollins Publishers
5294,Oscar Wilde,Richard Ellmann,4.24,0394759842,9780394759845,eng,736,2695,119,11/5/1988,Vintage
5296,An Ideal Husband,Oscar Wilde,4.04,048641423X,9780486414232,eng,78,745,47,2/5/2001,Dover Publications
5297,The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,4.08,0375751513,9780375751516,eng,272,745,47,6/1/2004,Random House: Modern Library
5304,De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,4.21,014043089X,9780140430899,eng,252,2298,91,8/26/1976,Penguin Books
5306,Travels with Charley: In Search of America,John Steinbeck,4.08,0142000701,9780142000700,eng,214,745,47,2/5/2002,Penguin
5307,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35,1883011019,9780582461536,eng,299,371,25,9/1/1994,Library of America
5309,The Life and Times of Scrooge McDuck,Don Rosa,4.67,0911903968,9780911903966,eng,266,2467,149,6/1/2005,Gemstone Publishing
5310,The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,1888472405,9780582461536,eng,208,959,22,9/19/2006,Gemstone Publishing
5314,The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,1592241336,9781592241330,eng,168,14,3,9/1/2004,Wildside Press
5319,A Christmas Story,Jean Shepherd,4.08,0767916220,9780767916226,eng,144,3187,381,10/28/2003,Broadway Books
5321,My First Story of Christmas,Tim Dowley/Roger Langton,4.07,0802417582,9780802417589,eng,24,10,1,9/1/2004,Moody Publishers
5322,The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43,0307989135,9780307989130,en-US,24,1304,32,8/1/2000,Golden Books
5327,A Christmas Carol,Charles Dickens/P.J. Lynch,4.05,0763631205,9780763631208,en-CA,160,4359,353,9/12/2006,Candlewick Press
5328,A Christmas Carol,Charles Dickens,4.05,1580495796,9781580495790,eng,112,6671,490,1/1/2012,Penguin Books
5330,The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,4.05,0393051587,9780393051582,eng,266,276,46,11/17/2004,W. W. Norton  Company
5332,Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,4.1,0762408480,9780762408481,eng,56,58,6,10/11/2000,Running Press Kids
5338,A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,4.14,0140439056,9780140439052,eng,288,745,449,10/30/2003,Penguin Classics
5342,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.01,0684865378,9780684865379,eng,128,1729,364,11/9/1999,Simon  Schuster
5358,The Firm,Robin Waterfield/John Grisham,4.01,0582418275,9780582418271,eng,76,745,47,2/15/2000,Addison Wesley Publishing Company
5359,The Client,John Grisham,4.0,0385339089,9780385339087,eng,483,745,47,3/16/2010,Delta
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,0385335970,9780385335973,eng,743,745,47,8/7/2001,Bantam
5373,The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24,0747411875,9780747411871,eng,509,76,5,11/12/1992,Time Warner Paperbacks
5375,The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4.0,0978655567,9780978655563,eng,341,59,8,10/1/2006,Firelight Press
5402,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4.39,0688093388,9780688093389,eng,32,1004,130,4/23/1990,William Morrow & Company  Inc.
5404,Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,0452011469,9780452011465,eng,336,2841,224,4/1/1995,Plume Books
5412,The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34,3404134117,9780582461536,ger,299,256,16,9/1/2003,Bastei Lübbe
5413,'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,0385516487,9780385516488,eng,594,745,571,11/1/2005,Doubleday
5414,'Salem's Lot,Stephen King/Ron McLarty,4.02,0743536967,9780743536967,eng,17,227,54,1/19/2004,Simon & Schuster Audio
5415,'Salem's Lot,Stephen King,4.02,0965772411,9780965772419,eng,405,1039,130,10/17/1975,Doubleday
5417,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,0517219026,9780517219027,eng,299,745,61,7/2/2002,Wings
5419,'Salem's Lot,Stephen King,4.02,0451092317,9780451092311,en-US,427,178,35,11/13/1979,Signet
5420,'Salem's Lot,Stephen King,4.02,0340770538,9780340770535,eng,586,25,6,10/6/2010,Hodder & Stoughton Ltd
5427,Orientalism,Edward W. Said,4.08,0141187425,9780141187426,eng,396,873,77,8/28/2003,Penguin Classics
5439,Interpreter of Maladies,Jhumpa Lahiri,4.15,0618101365,9780618101368,eng,198,745,47,5/22/2000,Houghton Mifflin Harcourt
5458,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,0375823026,9780375823022,en-US,86,111,8,4/27/2004,Random House Books for Young Readers
5471,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,0452284236,9780452284234,eng,339,9910,47,5/6/2003,Plume
5472,Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,0151010269,9780151010264,eng,400,745,47,6/1/2003,Houghton Mifflin Harcourt
5477,1984,George Orwell/Erich Fromm,4.18,0451516753,9780451516756,eng,268,1322,121,7/1/1981,Signet Classics
5478,Nineteen Eighty-Four,George Orwell,4.18,1421808323,9781421808321,eng,387,215,17,7/1/2005,1st World Library
5479,Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,0060776099,9780060776091,eng,340,745,47,7/5/2005,Harper Perennial Modern Classics
5480,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,0060535261,9780060535261,eng,340,421,53,6/1/2004,HarperCollins
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,0375413316,9780375413315,eng,299,3347,245,10/16/2001,Everyman's Library
5490,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,0385264739,9780385264730,eng,464,1192,131,10/18/1996,Anchor
5502,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,0385423357,9780385423359,eng,416,590,61,9/17/1997,Anchor Books
5508,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,0140369260,9780140369267,eng,113,745,242,5/1/1995,Puffin Books
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,0671662341,9780671662349,eng,252,745,47,4/15/1988,Touchstone Books
